id,uid,name,slug,loyalty_type,stamps_in_strip,apple_background_color,apple_description,apple_foreground_color,apple_label_color,enroll_logo,apple_pass_icon,apple_pass_strips_folder,apple_back_fields,apple_header_field_label,apple_header_field_value,cardholder_label,max_transaction_amount,tier,active,header_text,max_transaction_amount_per_day,enable_new_transaction_email,apple_pass_icon_rectangle,timezone_id,country_id,require_business_branch_in_form,enable_raffles,card_qr_redirect_url,additional_form_checkbox,can_see_products_analytics,can_see_business_branches_analytics,can_do_exports
300,465289cd,Shelf Life,shelf-life-742,BALANCE,,#F5F5F5,Loyalty card for Shelf Life,#FFFFFF,#CCCCCC,assets/logos/shelf-life-742.png,assets/icons/shelf-life-742.png,assets/strips/shelf-life-742/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/shelf-life-742""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Balance,{{balance}},Member,5000,GROW,1,Welcome to Shelf Life,25000,1,assets/icons/shelf-life-742_rect.png,1,1,0,0,https://luyoa.com/enroll/shelf-life-742,[],1,1,1
301,9ba435ec,DentaLine,dentaline,BALANCE,,#FFFFFF,Loyalty card for DentaLine,#FFFFFF,#CCCCCC,assets/logos/dentaline.png,assets/icons/dentaline.png,assets/strips/dentaline/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/dentaline""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Balance,{{balance}},Member,5000,CORE,0,Welcome to DentaLine,10000,1,assets/icons/dentaline_rect.png,2,2,1,0,https://luyoa.com/enroll/dentaline,[],1,1,0
302,52fd466d,Fast Flavors,fast-flavors,BALANCE,,#F5F5F5,Loyalty card for Fast Flavors,#FFFFFF,#CCCCCC,assets/logos/fast-flavors.png,assets/icons/fast-flavors.png,assets/strips/fast-flavors/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/fast-flavors""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Balance,{{balance}},Member,5000,STARTER,1,Welcome to Fast Flavors,15000,1,assets/icons/fast-flavors_rect.png,1,1,0,0,https://luyoa.com/enroll/fast-flavors,[],0,0,0
303,9c37fc57,TalkFirst,talkfirst,BALANCE,,#FFFFFF,Loyalty card for TalkFirst,#FFFFFF,#CCCCCC,assets/logos/talkfirst.png,assets/icons/talkfirst.png,assets/strips/talkfirst/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/talkfirst""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Balance,{{balance}},Member,1000,CORE,1,Welcome to TalkFirst,5000,0,assets/icons/talkfirst_rect.png,1,1,0,0,https://luyoa.com/enroll/talkfirst,[],1,1,0
304,4f1d159e,WashCorner,washcorner,STAMPS,10,#2C3E50,Loyalty card for WashCorner,#FFFFFF,#CCCCCC,assets/logos/washcorner.png,assets/icons/washcorner.png,assets/strips/washcorner/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/washcorner""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Stamps,{{balance}},Member,5000,CORE,1,Welcome to WashCorner,25000,1,assets/icons/washcorner_rect.png,4,2,1,0,https://luyoa.com/enroll/washcorner,[],1,1,0
305,862e3f17,The Bistro,the-bistro-615,BALANCE,,#1B4F72,Loyalty card for The Bistro,#FFFFFF,#CCCCCC,assets/logos/the-bistro-615.png,assets/icons/the-bistro-615.png,assets/strips/the-bistro-615/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/the-bistro-615""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Balance,{{balance}},Member,2000,GROW,1,Welcome to The Bistro,10000,1,assets/icons/the-bistro-615_rect.png,1,1,0,0,https://luyoa.com/enroll/the-bistro-615,[],1,1,1
306,b2b0a385,DentaLine,dentaline-535,BALANCE,,#1B4F72,Loyalty card for DentaLine,#FFFFFF,#CCCCCC,assets/logos/dentaline-535.png,assets/icons/dentaline-535.png,assets/strips/dentaline-535/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/dentaline-535""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Balance,{{balance}},Member,1000,STARTER,1,Welcome to DentaLine,2000,1,assets/icons/dentaline-535_rect.png,3,2,0,1,https://luyoa.com/enroll/dentaline-535,[],0,0,0
307,f407e94b,AutoSpa,autospa-221,STAMPS,12,#1B4F72,Loyalty card for AutoSpa,#FFFFFF,#CCCCCC,assets/logos/autospa-221.png,assets/icons/autospa-221.png,assets/strips/autospa-221/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/autospa-221""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Stamps,{{balance}},Member,500,CORE,1,Welcome to AutoSpa,1500,0,assets/icons/autospa-221_rect.png,1,1,0,0,https://luyoa.com/enroll/autospa-221,[],1,1,0
308,43275821,TalkFirst,talkfirst-5,STAMPS,6,#0F3460,Loyalty card for TalkFirst,#FFFFFF,#CCCCCC,assets/logos/talkfirst-5.png,assets/icons/talkfirst-5.png,assets/strips/talkfirst-5/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/talkfirst-5""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Stamps,{{balance}},Member,5000,GROW,1,Welcome to TalkFirst,15000,0,assets/icons/talkfirst-5_rect.png,1,1,0,1,https://luyoa.com/enroll/talkfirst-5,[],1,1,1
309,dc830a03,MedCorner,medcorner,BALANCE,,#0F3460,Loyalty card for MedCorner,#FFFFFF,#CCCCCC,assets/logos/medcorner.png,assets/icons/medcorner.png,assets/strips/medcorner/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/medcorner""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Balance,{{balance}},Member,2000,CORE,1,Welcome to MedCorner,10000,0,assets/icons/medcorner_rect.png,3,2,1,0,https://luyoa.com/enroll/medcorner,[],1,1,0
310,3750f717,The Book Den,the-book-den,STATIC,,#1A1A2E,Loyalty card for The Book Den,#FFFFFF,#CCCCCC,assets/logos/the-book-den.png,assets/icons/the-book-den.png,assets/strips/the-book-den/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/the-book-den""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Stamps,{{balance}},Member,5000,CORE,1,Welcome to The Book Den,25000,1,assets/icons/the-book-den_rect.png,1,1,0,0,https://luyoa.com/enroll/the-book-den,[],1,1,0
311,e4284e99,Glow Studio,glow-studio-728,STAMPS,8,#2C3E50,Loyalty card for Glow Studio,#FFFFFF,#CCCCCC,assets/logos/glow-studio-728.png,assets/icons/glow-studio-728.png,assets/strips/glow-studio-728/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/glow-studio-728""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Stamps,{{balance}},Member,5000,STARTER,1,Welcome to Glow Studio,15000,0,assets/icons/glow-studio-728_rect.png,1,1,1,1,https://luyoa.com/enroll/glow-studio-728,[],0,0,0
312,216c8874,Align Yoga,align-yoga-293,BALANCE,,#FFFFFF,Loyalty card for Align Yoga,#FFFFFF,#CCCCCC,assets/logos/align-yoga-293.png,assets/icons/align-yoga-293.png,assets/strips/align-yoga-293/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/align-yoga-293""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Balance,{{balance}},Member,2000,GROW,1,Welcome to Align Yoga,4000,1,assets/icons/align-yoga-293_rect.png,4,2,0,0,https://luyoa.com/enroll/align-yoga-293,[],1,1,1
313,26449090,Sunset Grill,sunset-grill-700,STAMPS,10,#FFFFFF,Loyalty card for Sunset Grill,#FFFFFF,#CCCCCC,assets/logos/sunset-grill-700.png,assets/icons/sunset-grill-700.png,assets/strips/sunset-grill-700/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/sunset-grill-700""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Stamps,{{balance}},Member,500,CORE,1,Welcome to Sunset Grill,1500,0,assets/icons/sunset-grill-700_rect.png,1,1,0,0,https://luyoa.com/enroll/sunset-grill-700,[],1,1,0
314,048a124a,LangCorner,langcorner-399,BALANCE,,#2C3E50,Loyalty card for LangCorner,#FFFFFF,#CCCCCC,assets/logos/langcorner-399.png,assets/icons/langcorner-399.png,assets/strips/langcorner-399/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/langcorner-399""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Balance,{{balance}},Member,500,GROW,1,Welcome to LangCorner,2500,1,assets/icons/langcorner-399_rect.png,2,2,0,0,https://luyoa.com/enroll/langcorner-399,[],1,1,1
315,bcc2135a,ClearVision,clearvision-14,BALANCE,,#F5F5F5,Loyalty card for ClearVision,#FFFFFF,#CCCCCC,assets/logos/clearvision-14.png,assets/icons/clearvision-14.png,assets/strips/clearvision-14/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/clearvision-14""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Balance,{{balance}},Member,1000,CORE,1,Welcome to ClearVision,3000,0,assets/icons/clearvision-14_rect.png,4,2,1,1,https://luyoa.com/enroll/clearvision-14,[],1,1,0
316,7f2af2bf,Tokyo Table,tokyo-table-460,BALANCE,,#1B4F72,Loyalty card for Tokyo Table,#FFFFFF,#CCCCCC,assets/logos/tokyo-table-460.png,assets/icons/tokyo-table-460.png,assets/strips/tokyo-table-460/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/tokyo-table-460""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Balance,{{balance}},Member,500,STARTER,1,Welcome to Tokyo Table,1000,0,assets/icons/tokyo-table-460_rect.png,2,2,1,0,https://luyoa.com/enroll/tokyo-table-460,[],0,0,0
317,99df79e8,CarGlow,carglow-6,STAMPS,10,#1B4F72,Loyalty card for CarGlow,#FFFFFF,#CCCCCC,assets/logos/carglow-6.png,assets/icons/carglow-6.png,assets/strips/carglow-6/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/carglow-6""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Stamps,{{balance}},Member,2000,STARTER,1,Welcome to CarGlow,4000,0,assets/icons/carglow-6_rect.png,1,1,1,1,https://luyoa.com/enroll/carglow-6,[],0,0,0
318,f5dd33c6,Harvest Table,harvest-table-809,BALANCE,,#2C3E50,Loyalty card for Harvest Table,#FFFFFF,#CCCCCC,assets/logos/harvest-table-809.png,assets/icons/harvest-table-809.png,assets/strips/harvest-table-809/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/harvest-table-809""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Balance,{{balance}},Member,5000,CORE,1,Welcome to Harvest Table,25000,1,assets/icons/harvest-table-809_rect.png,3,2,0,0,https://luyoa.com/enroll/harvest-table-809,[],1,1,0
319,5ebdb37a,NectarBar,nectarbar-414,STAMPS,6,#F5F5F5,Loyalty card for NectarBar,#FFFFFF,#CCCCCC,assets/logos/nectarbar-414.png,assets/icons/nectarbar-414.png,assets/strips/nectarbar-414/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/nectarbar-414""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Stamps,{{balance}},Member,1000,CORE,1,Welcome to NectarBar,5000,1,assets/icons/nectarbar-414_rect.png,1,1,1,0,https://luyoa.com/enroll/nectarbar-414,[],1,1,0
320,6e851c24,StyleBox,stylebox-118,BALANCE,,#0F3460,Loyalty card for StyleBox,#FFFFFF,#CCCCCC,assets/logos/stylebox-118.png,assets/icons/stylebox-118.png,assets/strips/stylebox-118/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/stylebox-118""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Balance,{{balance}},Member,1000,CORE,1,Welcome to StyleBox,5000,0,assets/icons/stylebox-118_rect.png,4,2,0,1,https://luyoa.com/enroll/stylebox-118,[],1,1,0
321,53d65f0a,Chapter One,chapter-one-554,BALANCE,,#FFFFFF,Loyalty card for Chapter One,#FFFFFF,#CCCCCC,assets/logos/chapter-one-554.png,assets/icons/chapter-one-554.png,assets/strips/chapter-one-554/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/chapter-one-554""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Balance,{{balance}},Member,1000,CORE,1,Welcome to Chapter One,3000,1,assets/icons/chapter-one-554_rect.png,1,1,1,0,https://luyoa.com/enroll/chapter-one-554,[],1,1,0
322,e361abfb,The Wardrobe,the-wardrobe-995,STAMPS,6,#F5F5F5,Loyalty card for The Wardrobe,#FFFFFF,#CCCCCC,assets/logos/the-wardrobe-995.png,assets/icons/the-wardrobe-995.png,assets/strips/the-wardrobe-995/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/the-wardrobe-995""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Stamps,{{balance}},Member,200,STARTER,1,Welcome to The Wardrobe,400,1,assets/icons/the-wardrobe-995_rect.png,2,2,0,0,https://luyoa.com/enroll/the-wardrobe-995,[],0,0,0
323,825b7657,OceanSushi,oceansushi-765,BALANCE,,#FFFFFF,Loyalty card for OceanSushi,#FFFFFF,#CCCCCC,assets/logos/oceansushi-765.png,assets/icons/oceansushi-765.png,assets/strips/oceansushi-765/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/oceansushi-765""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Balance,{{balance}},Member,500,GROW,1,Welcome to OceanSushi,1500,0,assets/icons/oceansushi-765_rect.png,3,2,0,0,https://luyoa.com/enroll/oceansushi-765,[],1,1,1
324,b3d2ca15,Olive Branch,olive-branch,STAMPS,10,#0F3460,Loyalty card for Olive Branch,#FFFFFF,#CCCCCC,assets/logos/olive-branch.png,assets/icons/olive-branch.png,assets/strips/olive-branch/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/olive-branch""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Stamps,{{balance}},Member,2000,STARTER,1,Welcome to Olive Branch,6000,1,assets/icons/olive-branch_rect.png,1,1,1,0,https://luyoa.com/enroll/olive-branch,[],0,0,0
325,499499af,EyeCare Plus,eyecare-plus,BALANCE,,#FFFFFF,Loyalty card for EyeCare Plus,#FFFFFF,#CCCCCC,assets/logos/eyecare-plus.png,assets/icons/eyecare-plus.png,assets/strips/eyecare-plus/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/eyecare-plus""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Balance,{{balance}},Member,5000,CORE,1,Welcome to EyeCare Plus,10000,1,assets/icons/eyecare-plus_rect.png,4,2,0,0,https://luyoa.com/enroll/eyecare-plus,[],1,1,0
326,e2d7420a,The Style Room,the-style-room-842,STAMPS,6,#F5F5F5,Loyalty card for The Style Room,#FFFFFF,#CCCCCC,assets/logos/the-style-room-842.png,assets/icons/the-style-room-842.png,assets/strips/the-style-room-842/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/the-style-room-842""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Stamps,{{balance}},Member,2000,STARTER,1,Welcome to The Style Room,4000,1,assets/icons/the-style-room-842_rect.png,3,2,1,1,https://luyoa.com/enroll/the-style-room-842,[],0,0,0
327,19a464ef,QuickMeds,quickmeds,BALANCE,,#2C3E50,Loyalty card for QuickMeds,#FFFFFF,#CCCCCC,assets/logos/quickmeds.png,assets/icons/quickmeds.png,assets/strips/quickmeds/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/quickmeds""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Balance,{{balance}},Member,200,GROW,1,Welcome to QuickMeds,400,0,assets/icons/quickmeds_rect.png,4,2,0,0,https://luyoa.com/enroll/quickmeds,[],1,1,1
328,3b7788db,Cellar Door,cellar-door-767,BALANCE,,#F5F5F5,Loyalty card for Cellar Door,#FFFFFF,#CCCCCC,assets/logos/cellar-door-767.png,assets/icons/cellar-door-767.png,assets/strips/cellar-door-767/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/cellar-door-767""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Balance,{{balance}},Member,1000,CORE,1,Welcome to Cellar Door,5000,0,assets/icons/cellar-door-767_rect.png,3,2,0,0,https://luyoa.com/enroll/cellar-door-767,[],1,1,0
329,fa258d79,WhiteSmile,whitesmile-873,BALANCE,,#2C3E50,Loyalty card for WhiteSmile,#FFFFFF,#CCCCCC,assets/logos/whitesmile-873.png,assets/icons/whitesmile-873.png,assets/strips/whitesmile-873/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/whitesmile-873""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Balance,{{balance}},Member,200,STARTER,1,Welcome to WhiteSmile,1000,0,assets/icons/whitesmile-873_rect.png,1,1,1,1,https://luyoa.com/enroll/whitesmile-873,[],0,0,0
330,43f036bc,Snappy Meals,snappy-meals-132,STAMPS,8,#1A1A2E,Loyalty card for Snappy Meals,#FFFFFF,#CCCCCC,assets/logos/snappy-meals-132.png,assets/icons/snappy-meals-132.png,assets/strips/snappy-meals-132/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/snappy-meals-132""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Stamps,{{balance}},Member,200,STARTER,1,Welcome to Snappy Meals,400,1,assets/icons/snappy-meals-132_rect.png,3,2,1,0,https://luyoa.com/enroll/snappy-meals-132,[],0,0,0
331,bb2adfe1,Shelf Life,shelf-life-581,STAMPS,10,#0F3460,Loyalty card for Shelf Life,#FFFFFF,#CCCCCC,assets/logos/shelf-life-581.png,assets/icons/shelf-life-581.png,assets/strips/shelf-life-581/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/shelf-life-581""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Stamps,{{balance}},Member,1000,STARTER,1,Welcome to Shelf Life,3000,0,assets/icons/shelf-life-581_rect.png,1,1,0,1,https://luyoa.com/enroll/shelf-life-581,[],0,0,0
332,ffd110ff,CleanDrive,cleandrive,STAMPS,12,#1A1A2E,Loyalty card for CleanDrive,#FFFFFF,#CCCCCC,assets/logos/cleandrive.png,assets/icons/cleandrive.png,assets/strips/cleandrive/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/cleandrive""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Stamps,{{balance}},Member,1000,STARTER,1,Welcome to CleanDrive,2000,0,assets/icons/cleandrive_rect.png,3,2,0,0,https://luyoa.com/enroll/cleandrive,[],0,0,0
333,9cfc1798,MedPlus,medplus-745,STAMPS,6,#2C3E50,Loyalty card for MedPlus,#FFFFFF,#CCCCCC,assets/logos/medplus-745.png,assets/icons/medplus-745.png,assets/strips/medplus-745/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/medplus-745""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Stamps,{{balance}},Member,200,STARTER,1,Welcome to MedPlus,1000,1,assets/icons/medplus-745_rect.png,4,2,0,0,https://luyoa.com/enroll/medplus-745,[],0,0,0
334,b581ee97,The Sushi Bar,the-sushi-bar-375,STAMPS,12,#2C3E50,Loyalty card for The Sushi Bar,#FFFFFF,#CCCCCC,assets/logos/the-sushi-bar-375.png,assets/icons/the-sushi-bar-375.png,assets/strips/the-sushi-bar-375/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/the-sushi-bar-375""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Stamps,{{balance}},Member,500,GROW,1,Welcome to The Sushi Bar,1500,0,assets/icons/the-sushi-bar-375_rect.png,4,2,1,1,https://luyoa.com/enroll/the-sushi-bar-375,[],1,1,1
335,940d545b,TheFreshBar,thefreshbar-869,STAMPS,8,#F5F5F5,Loyalty card for TheFreshBar,#FFFFFF,#CCCCCC,assets/logos/thefreshbar-869.png,assets/icons/thefreshbar-869.png,assets/strips/thefreshbar-869/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/thefreshbar-869""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Stamps,{{balance}},Member,5000,STARTER,1,Welcome to TheFreshBar,10000,0,assets/icons/thefreshbar-869_rect.png,1,1,1,0,https://luyoa.com/enroll/thefreshbar-869,[],0,0,0
336,b79d0214,The Dining Room,the-dining-room-240,STAMPS,6,#2C3E50,Loyalty card for The Dining Room,#FFFFFF,#CCCCCC,assets/logos/the-dining-room-240.png,assets/icons/the-dining-room-240.png,assets/strips/the-dining-room-240/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/the-dining-room-240""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Stamps,{{balance}},Member,500,CORE,1,Welcome to The Dining Room,1500,1,assets/icons/the-dining-room-240_rect.png,1,1,1,0,https://luyoa.com/enroll/the-dining-room-240,[],1,1,0
337,385189a0,La Piazza,la-piazza-649,STAMPS,10,#2C3E50,Loyalty card for La Piazza,#FFFFFF,#CCCCCC,assets/logos/la-piazza-649.png,assets/icons/la-piazza-649.png,assets/strips/la-piazza-649/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/la-piazza-649""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Stamps,{{balance}},Member,1000,CORE,1,Welcome to La Piazza,2000,1,assets/icons/la-piazza-649_rect.png,1,1,1,0,https://luyoa.com/enroll/la-piazza-649,[],1,1,0
338,5c4208da,TheWinery,thewinery-997,STAMPS,8,#0F3460,Loyalty card for TheWinery,#FFFFFF,#CCCCCC,assets/logos/thewinery-997.png,assets/icons/thewinery-997.png,assets/strips/thewinery-997/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/thewinery-997""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Stamps,{{balance}},Member,5000,GROW,1,Welcome to TheWinery,15000,1,assets/icons/thewinery-997_rect.png,1,1,1,1,https://luyoa.com/enroll/thewinery-997,[],1,1,1
